sequence	trait1	metadata_NSTI
Fervidicoccus_fontis-_-CP003423--_Kam940_T	6.43127975808516	0.211041
Fervidicola_ferrireducens-_-EU443728--_Y170_T	7.11654800244454	0.219191
Fervidobacterium_changbaicum-_-AY878719--_CBS-1_T	7.03410451595159	0.42214
Fervidobacterium_gondwanense-_-Z49117--_AB39_LTP__T	7.03410451595159	0.48955
Fervidobacterium_islandicum-_-M59176--_H-21_T	7.03410451595159	0.41211
Fervidobacterium_nodosum-_-CP000771--_Rt17-B1_T	7.03410451595159	0.46425
Fervidobacterium_pennivorans-_-HE582749--_DSM_9078_T	7.03410451595159	0.42424
Fervidobacterium_riparium-_-EU851047--_1445t_T	7.03410451595159	0.47876
Fervidobacterium_thailandense-_-LWAF01000031--_FC2004_T	7.03410451595159	0.40911
Fibrella_aestuarina-_-GQ141052--_BUZ_2_T	7.71650980901633	0.37164
Fibrella_aquatilis-_-MW186015--_HMF5036_T	7.71650980901633	0.34141
Fibrella_forsythiae-_-MW186017--_HMF5405_T	7.71650980901633	0.3537
Fibrella_rubiginis-_-MW186016--_HMF5335_T	7.71650980901633	0.33785
Fibrisoma_limi-_-GQ355622--_BUZ_3_T	7.71650980901633	0.327651
Fibrobacter_intestinalis-_-AJ496284--_NR9_T	7.0491990503646	0.45476
Fibrobacter_succinogenes_subsp._elongatus-_-GU269553--_HM2_T	7.0491990503646	0.48835
Fibrobacter_succinogenes_subsp._succinogenes-_-CP001792--_S85_T	7.0491990503646	0.47406
Fictibacillus_aquaticus-_-KY471632--_GDSW-R2A3_T	5.97333951755555	0.16443
Fictibacillus_arsenicus-_-AJ606700--_con_a/3_T	5.97333951755555	0.17003
Fictibacillus_barbaricus-_-AJ422145--_VII-B3-A2_T	5.97333951755555	0.15203
Fictibacillus_enclensis-_-JF893461--_NIO-1003_T	5.97333951755555	0.17743
Fictibacillus_gelatini-_-AJ551329--_LMG_21880_T	5.97333951755555	0.20677
Fictibacillus_halophilus-_-KP265300--_AS8_T	5.97333951755555	0.16305
Fictibacillus_macauensis-_-AKKV01000038--_ZFHKF-1_T	5.97333951755555	0.177
Fictibacillus_marinisediminis-_-MW131460--_KIGAM418T	5.97333951755555	0.17392
Fictibacillus_nanhaiensis-_-GU477780--_JSM_082006_T	5.97333951755555	0.16098
Fictibacillus_phosphorivorans-_-JX258924--_Ca7_T	5.97333951755555	0.16945
Fictibacillus_rigui-_-EU939689--_WPCB074_T	5.97333951755555	0.16181
Fictibacillus_solisalsi-_-EU046268--_YC1_T	5.97333951755555	0.17728
Filibacter_tadaridae-_-MK290395--_TB-66_T	7.87437433611758	0.116361
Filifactor_alocis-_-X55406--_ATCC_35896T_T	6.95389583369555	0.14521
Filifactor_villosus-_-AF537211--_DSM1645_T	6.65723907094443	0.29988
Filimonas_aquilariae-_-KU248163--_CC-YHH650_T	7.16243675404827	0.17542
Filimonas_effusa-_-MF801371--_TTM-71_T	7.16243675404827	0.17792
Filimonas_endophytica-_-KJ572396--_SR_2-06_T	7.16243675404827	0.15769
Filimonas_lacunae-_-AB362776--_YT21_T	7.16243675404827	0.1781
Filimonas_zeae-_-KR610522--_772_T	7.16243675404827	0.15776
Filobacillus_milosensis-_-AJ238042--_SH714T_-=DSM_13259T-_T	7.02665973837437	0.141191
Filobacterium_rodentium-_-LC055729--_SMR-C_T	7.16243675404827	0.252491
Filomicrobium_fusiforme-_-Y14313--_DSM_5304_T	6.98487721572604	0.17502
Filomicrobium_insigne-_-EF117253--_SLG5B-19_T	6.98487721572604	0.1659
Fimbriiglobus_ruber-_-KX369544--_SP5_T	6.44477806546597	0.491881
Fimbriimonas_ginsengisoli-_-GQ339893--_Gsoil_348_T	7.04911925440013	0.351691
Finegoldia_magna-_-AB640691--_JCM_1766_T	6.77861118366579	0.314071
Flagellatimonas_centrodinii-_-MW546061--_R2A-3T	7.08624702801603	0.286161
Flagellimonas_hymeniacidonis-_-MK040415--_176CP5-101_T	6.9468622991627	0.28212
Flammeovirga_agarivorans-_-MN559958--_SR4_T	7.41672637757954	0.438211
Flammeovirga_aprica-_-AB247553--_NBRC_15941_T	7.41672637757954	0.428421
Flammeovirga_arenaria-_-AB078078--_IFO_15982_T	7.41672637757954	0.429791
Flammeovirga_kamogawensis-_-AB251933--_YS10_-=_IAM_15451-_=_NCIMB_14281-_T	7.41672637757954	0.443271
Flammeovirga_pacifica-_-HQ412594--_WPAGA1_T	7.41672637757954	0.441801
Flammeovirga_pectinis-_-MK285601--_L12M1_T	7.41672637757954	0.446301
Flammeovirga_yaeyamensis-_-AB247554--_NBRC_100898_T	7.41672637757954	0.433351
Flaviaesturariibacter_amylovorans-_-JN607160--_GCR0105_T	7.16243675404827	0.17865
Flaviaesturariibacter_luteus-_-LT158298--_AW305_=_DSM_100282_T	7.16243675404827	0.17731
Flaviaesturariibacter_terrae-_-LC177336--_HY03_T	7.16243675404827	0.16423
Flavicella_marina-_-AB915171--_2A-7_T	6.9468622991627	0.17985
Flavicella_sediminum-_-MN199374--_ALS_84_T	6.9468622991627	0.18175
Flaviflagellibacter_deserti-_-MG709347--_SYSU_D60017_T	6.9459396716351	0.159771
Flaviflexus_ciconiae-_-MK253311--_H23T48_T	7.68230977318156	0.2114
Flaviflexus_huanghaiensis-_-JN815236--_H5_T	7.68230977318156	0.22547
Flaviflexus_salsibiostraticola-_-KC251737--_EBR4-1-2_T	7.68230977318156	0.22418
Flavihumibacter_cheonanensis-_-KF309176--_KACC_17467_T	7.16243675404827	0.20714
Flavihumibacter_fluminis-_-OM018663--_RY-1T	7.16243675404827	0.22745
Flavihumibacter_petaseus-_-AB682352--_NBRC_106054_T	7.16243675404827	0.18927
Flavihumibacter_profundi-_-MF770247--_CHu64-6-1_T	7.16243675404827	0.18651
Flavihumibacter_rivuli-_-MK138658--_IMCC34838_/type_materialtype_strain_of_Flavihumibacter_rivuliT	7.16243675404827	0.17409
Flavihumibacter_sediminis-_-KP126826--_CJ663_T	7.16243675404827	0.20227
Flavihumibacter_soli-_-MN086351--_R14_T	7.16243675404827	0.20198
Flavihumibacter_solisilvae-_-KC569790--_3_3_T	7.16243675404827	0.20207
Flavihumibacter_stibioxidans-_-KX014806--_YS-17_T	7.16243675404827	0.19654
Flavilitoribacter_nigricans-_-AB301615--_NBRC_102662_T	7.16243675404827	0.162392
Flavimaricola_marinus-_-KU522242--_MDM-7_T	7.45027238398204	0.174181
Flavimarina_flava-_-KX664463--_MBLN091_T	6.9468622991627	0.20967
Flavimarina_pacifica-_-KJ152756--_IDSW-73_T	6.9468622991627	0.20191
Flavimobilis_marinus-_-AJ783958--_1-19_T	7.68230977318156	0.15164
Flavimobilis_rhizosphaerae-_-MW832498--_1_T	7.68230977318156	0.17456
Flavimobilis_soli-_-EF547937--_DCY22_T	7.68230977318156	0.16486
Flavipsychrobacter_stenotrophus-_-MF156860--_RB1R16_T	7.16243675404827	0.212361
Flaviramulus_aestuariivivens-_-KY310668--_OITF-51_T	6.9468622991627	0.21434
Flaviramulus_aquimarinus-_-JQ687104--_KYW499_T	6.9468622991627	0.21212
Flaviramulus_basaltis-_-DQ361033--_H35_T	6.9468622991627	0.20055
Flaviramulus_multivorans-_-KC618395--_M-M16_T	6.9468622991627	0.20225
Flavisolibacter_ginsengisoli-_-AB267477--_Gsoil_643_T	7.16243675404827	0.15798
Flavisolibacter_ginsengiterrae-_-AB267476--_Gsoil_492_T	7.16243675404827	0.15658
Flavisolibacter_ginsenosidimutans-_-GQ339897--_Gsoil_636_T	7.16243675404827	0.16199
Flavisolibacter_metallilatus-_-KP231287--_TX0661_T	7.16243675404827	0.17048
Flavisolibacter_nicotianae-_-MG209702--_X7X_T	7.16243675404827	0.17091
Flavisolibacter_rigui-_-HQ436499--_02SUJ3_T	7.16243675404827	0.16855
Flavisolibacter_tropicus-_-CP011390--_LCS9_n_T	7.16243675404827	0.18137
Flavitalea_antarctica-_-KX146487--_AQ6-291_T	7.16243675404827	0.18525
Flavitalea_gansuensis-_-GU295962--_JCN-23_T	7.16243675404827	0.17153
Flavitalea_populi-_-HM130561--_HY-50R_T	7.16243675404827	0.16523
Flavitalea_soli-_-KM007101--_KIS20-3_T	7.16243675404827	0.16262
Flavivirga_amylovorans-_-HM475138--_JC2681_T	6.9468622991627	0.16523
Flavivirga_aquimarina-_-KX245374--_EC2D5_T	6.9468622991627	0.18722
Flavivirga_eckloniae-_-CP025791--_ECD14_n_T	6.9468622991627	0.1902
Flavivirga_jejuensis-_-HM475139--_JC2682_T	6.9468622991627	0.18229
Flavivirga_rizhaonensis-_-MK311254--_RZ03_T	6.9468622991627	0.17869
Flavobacterium_acidificum-_-JX986959--_LMG_8364_T	6.52801445235865	0.08227
Flavobacterium_aciduliphilum-_-JN712178--_JJ013_T	6.71745687286619	0.1043
Flavobacterium_ahnfeltiae-_-KC247342--_KMM_6686_T	6.71745687286619	0.08972
Flavobacterium_ajazii-_-MN879894--_SSM4.2_T	6.71745687286619	0.09627
Flavobacterium_akiainvivens-_-JQ228532--_IK-1_T	6.77129801881952	0.16322
Flavobacterium_album-_-KY077157--_HYN0059_T	6.77129801881952	0.125
Flavobacterium_algicola-_-AB455265--_TC2_-=_NBRC_102673_=_CIP_109574-_T	6.71745687286619	0.17284
Flavobacterium_alkalisoli-_-MN310902--_XS-5_T	6.77129801881952	0.12563
Flavobacterium_alvei-_-MF685248--_HR-AY_T	6.71745687286619	0.07487
Flavobacterium_ammonificans-_-LC094517--_SHINM13_T	6.71745687286619	0.10094
Flavobacterium_ammoniigenes-_-LC094566--_GENT5_T	6.71745687286619	0.10023
Flavobacterium_amnicola-_-MG597186--_LLJ-11_T	6.71745687286619	0.05189
Flavobacterium_amnigenum-_-MH013305--_I3-3_T	6.71745687286619	0.12563
Flavobacterium_amniphilum-_-LT555403--_KYPY10_T	6.71745687286619	0.04126
Flavobacterium_anhuiense-_-EU046269--_D3_T	6.71745687286619	0.13645
Flavobacterium_antarcticum-_-FM163401--_DSM19726_T	6.71745687286619	0.1007
Flavobacterium_aquariorum-_-MG456812--_IMCC34762_T	6.71745687286619	0.07587
Flavobacterium_aquaticum-_-HE995762--_JC164_T	6.71745687286619	0.12742
Flavobacterium_aquatile-_-AM230485--_DSM_1132_T	6.71745687286619	0.12301
Flavobacterium_aquicola-_-LC120819--_TMd3a3_T	6.71745687286619	0.10131
Flavobacterium_aquidurense-_-AM177392--_WB_1.1-56_T	6.71745687286619	0.08979
Flavobacterium_aquimarinum-_-KY612936--_Dol_15-39_T	6.71745687286619	0.09256
Flavobacterium_araucananum-_-FR774916--_LM-19-Fp_T	6.71745687286619	0.09505
Flavobacterium_arcticum-_-KU529277--_SM1502_T	6.77129801881952	0.12498
Flavobacterium_ardleyense-_-KX911209--_A2-1_T	6.71745687286619	0.15491
Flavobacterium_arsenatis-_-KJ205533--_Z_T	6.71745687286619	0.12903
Flavobacterium_arsenitoxidans-_-JX001187--_S2-3H_T	6.71745687286619	0.10854
Flavobacterium_artemisiae-_-KY038844--_SYP-B1015_T	6.71745687286619	0.12346
Flavobacterium_aurantiibacter-_-KU569908--_TH167_T	6.71745687286619	0.11295
Flavobacterium_azizsancarii-_-OQ024221--_ACT	6.71745687286619	0.07633
Flavobacterium_azooxidireducens-_-LT598610--_IGB4-14_T	6.71745687286619	0.09114
Flavobacterium_baculatum-_-MH744626--_SNL9_T	6.85179417493673	0.15668
Flavobacterium_banpakuense-_-GQ281770--_15F3_T	6.71745687286619	0.11918
Flavobacterium_beibuense-_-GQ245972--_F44-8_T	6.77129801881952	0.13485
Flavobacterium_bernardetii-_-MW417108--_F-372_T	6.71745687286619	0.12556
Flavobacterium_bizetiae-_-MT117836--_CIP105534_T	6.71745687286619	0.09803
Flavobacterium_bomense-_-MK346155--_RB1N8_T	6.71745687286619	0.09695
Flavobacterium_branchiarum-_-HE612097--_57B-2-09_T	6.71745687286619	0.09632
Flavobacterium_branchiicola-_-HE612102--_59B-3-09_T	6.71745687286619	0.08287
Flavobacterium_branchiophilum-_-D14017--_270_-IFO_15030-_T	6.71745687286619	0.10953
Flavobacterium_brevivitae-_-LN849948--_TTM-43_T	6.71745687286619	0.04474
Flavobacterium_buctense-_-KP744923--_T7_T	6.71745687286619	0.14237
Flavobacterium_caeni-_-AB682162--_NBRC_104239_T	6.71745687286619	0.15128
Flavobacterium_caseinilyticum-_-MK272781--_AT-3-2_T	6.71745687286619	0.07918
Flavobacterium_cauense-_-AB682226--_NBRC_104929_T	6.71745687286619	0.08323
Flavobacterium_celericrescens-_-MH547406--_TWA-26_T	6.71745687286619	0.1505
Flavobacterium_cellulosilyticum-_-MK272783--_AR-3-4_T	6.71745687286619	0.07703
Flavobacterium_cerinum-_-MH209250--_1E403_T	6.77129801881952	0.06741
Flavobacterium_channae-_-OK036772--_KSM-R2A30T	6.71745687286619	0.12419
Flavobacterium_cheniae-_-AB682144--_NBRC_103934_T	6.71745687286619	0.1114
Flavobacterium_cheonanense-_-GU295968--_ARSA-108_T	6.71745687286619	0.13541
Flavobacterium_cheongpyeongense-_-MG456811--_IMCC34759_T	6.71745687286619	0.0884
Flavobacterium_cheonhonense-_-GU295972--_ARSA-15_T	6.71745687286619	0.17562
Flavobacterium_chilense-_-FR774915--_LM-09-Fp_T	6.71745687286619	0.09712
Flavobacterium_chryseum-_-MH100900--_P3160_T	6.71745687286619	0.07863
Flavobacterium_chuncheonense-_-KX505859--_IMCC26013_T	6.71745687286619	0.04912
Flavobacterium_chungangense-_-EU924275--_CJ7_T	6.71745687286619	0.09702
Flavobacterium_chungbukense-_-HM627539--_CS100_T	6.71745687286619	0.10064
Flavobacterium_chungnamense-_-GU295971--_ARSA-103_T	6.71745687286619	0.14416
Flavobacterium_circumlabens-_-MH100898--_P5626_T	6.71745687286619	0.07775
Flavobacterium_collinsense-_-KM288594--_4-T-2_T	6.71745687286619	0.19268
Flavobacterium_collinsii-_-HE612088--_983-08_T	6.71745687286619	0.09426
Flavobacterium_commune-_-KC355351--_PK15_T	6.71745687286619	0.09988
Flavobacterium_compostarboris-_-GQ281769--_15C3_T	6.71745687286619	0.1135
Flavobacterium_coralii-_-MZ150218--_D11R37T	6.77129801881952	0.09809
Flavobacterium_covae-_-MW353013--_AL-02-36_T	6.71745687286619	0.01487
Flavobacterium_crassostreae-_-KU057346--_LPB0076_T	6.71745687286619	0.14196
Flavobacterium_croceum-_-DQ372982--_EMB47_T	6.71745687286619	0.11178
Flavobacterium_crocinum-_-KY077156--_HYN0056_T	6.71745687286619	0.10848
Flavobacterium_cucumis-_-EF126993--_R2A45-3_T	6.71745687286619	0.11209
Flavobacterium_cupreum-_-MH100899--_P2683_T	6.71745687286619	0.08273
Flavobacterium_cutihirudinis-_-JX966231--_E89_T	6.71745687286619	0.10899
Flavobacterium_cyanobacteriorum-_-KU569907--_TH21_T	6.77129801881952	0.12978
Flavobacterium_cyclinae-_-OK036771--_KSM-R2A25T	6.71745687286619	0.15189
Flavobacterium_daejeonense-_-DQ222427--_GH1-10_T	6.71745687286619	0.10554
Flavobacterium_daemonense-_-KF532125--_THG-DJ7_T	6.71745687286619	0.14515
Flavobacterium_dankookense-_-GU295970--_ARSA-19_T	6.71745687286619	0.15349
Flavobacterium_dasani-_-MH019224--_PLR-18-3_T	6.71745687286619	0.1186
Flavobacterium_dauae-_-MN938143--_TCH3-2T	6.85179417493673	0.1588
Flavobacterium_davisii-_-MW353014--_90-106_T	6.71745687286619	0.03257
Flavobacterium_defluvii-_-DQ372986--_EMB117_T	6.71745687286619	0.11481
Flavobacterium_degerlachei-_-AJ557886--_LMG_21915_T	6.71745687286619	0.11712
Flavobacterium_denitrificans-_-AJ318907--_ED5_T	6.71745687286619	0.14637
Flavobacterium_dispersum-_-LT223126--_MVW-23_T	6.71745687286619	0.12276
Flavobacterium_dongtanense-_-GU073293--_LW30_T	6.71745687286619	0.10549
Flavobacterium_eburneum-_-KX158678--_SA31_T	6.71745687286619	0.12184
Flavobacterium_edaphi-_-MF538728--_DMN11_T	6.77129801881952	0.11128
Flavobacterium_effusum-_-LT223121--_PSI-22_T	6.71745687286619	0.12487
Flavobacterium_endoglycinae-_-MW722792--_BB8_T	6.71745687286619	0.12204
Flavobacterium_endophyticum-_-KJ873109--_522_T	6.71745687286619	0.14423
Flavobacterium_enshiense-_-JN790956--_DK69_T	6.71745687286619	0.06685
Flavobacterium_erciyesense-_-MW898288--_F-328T	6.71745687286619	0.09945
Flavobacterium_faecale-_-KF214259--_WV33_T	6.71745687286619	0.16479
Flavobacterium_filum-_-DQ372981--_EMB34_T	6.71745687286619	0.11386
Flavobacterium_flaviflagrans-_-KY031328--_CB-3_T	6.71745687286619	0.1068
Flavobacterium_flevense-_-AM230486--_DSM_1076_T	6.71745687286619	0.10639
Flavobacterium_fluminis-_-KF891387--_3R17_T	6.71745687286619	0.12501
Flavobacterium_fluviale-_-MF991893--_HYN0086_T	6.71745687286619	0.1012
Flavobacterium_fluviatile-_-LT594464--_TAPY14_T	6.71745687286619	0.09074
Flavobacterium_fluvii-_-EU109724--_H7_T	6.71745687286619	0.07349
Flavobacterium_foetidum-_-KY056226--_CJ42_T	6.71745687286619	0.11788
Flavobacterium_fontis-_-JN873147--_MIC3010_T	6.71745687286619	0.12808
Flavobacterium_franklandianum-_-MK346163--_LB3P56_T	6.71745687286619	0.06495
Flavobacterium_frigidarium-_-AF162266--_A2i-_ATCC_700810-_NCIMB_13737_T	6.71745687286619	0.13265
Flavobacterium_frigidimaris-_-AB183888--_KUC-1_T	6.71745687286619	0.08992
Flavobacterium_frigoris-_-AJ557887--_LMG_21922_T	6.71745687286619	0.10411
Flavobacterium_frigoritolerans-_-MN134564--_LS1R47T	6.71745687286619	0.08987
Flavobacterium_fryxellicola-_-AJ811961--_LMG_22022_T	6.71745687286619	0.11407
Flavobacterium_fulvum-_-KU052686--_UCM-R15_T	6.71745687286619	0.07185
Flavobacterium_gawalongense-_-MK346165--_GSP16_T	6.71745687286619	0.11272
Flavobacterium_gelidilacus-_-AJ440996--_LMG_21477_T	6.71745687286619	0.12145
Flavobacterium_gillisiae-_-U85889--_IC001_T	6.71745687286619	0.12429
Flavobacterium_gilvum-_-KX037100--_EM1308_T	6.71745687286619	0.10846
Flavobacterium_ginsengisoli-_-HM776705--_DCY54_T	6.71745687286619	0.15861
Flavobacterium_ginsenosidimutans-_-GU138377--_THG_01_T	6.71745687286619	0.13443
Flavobacterium_glaciei-_-DQ515962--_0499_T	6.71745687286619	0.0699
Flavobacterium_glycines-_-AB682234--_NBRC_105008_T	6.71745687286619	0.11569
Flavobacterium_gossypii-_-KR047732--_JM-222_T	6.71745687286619	0.13781
Flavobacterium_granuli-_-AB180738--_Kw05_T	6.71745687286619	0.07989
Flavobacterium_gyeonganense-_-KC690142--_HME7524_T	6.71745687286619	0.10866
Flavobacterium_hankyongi-_-JQ349044--_KTce-4_T	6.71745687286619	0.04749
Flavobacterium_haoranii-_-GQ988780--_LQY-7_T	6.71745687286619	0.10985
Flavobacterium_hauense-_-JX066803--_BX12_T	6.77129801881952	0.11473
Flavobacterium_hercynium-_-AM265623--_WB_4.2-33_T	6.71745687286619	0.08839
Flavobacterium_hibernum-_-L39067--_ATCC51468_T	6.71745687286619	0.08206
Flavobacterium_hibisci-_-KX263317--_THG-HG1.4_T	6.71745687286619	0.10627
Flavobacterium_hiemivividum-_-MK272784--_TSA-D2_T	6.71745687286619	0.09931
Flavobacterium_humicola-_-KT750335--_UCM-46_T	6.71745687286619	0.10468
Flavobacterium_humidisoli-_-OK393633--_MMS21-Er5T	6.71745687286619	0.12424
Flavobacterium_hungaricum-_-MF471352--_Kb82_/type_materialtype_strain_of_Flavobacterium_hungaricumT	6.71745687286619	0.13797
Flavobacterium_hydatis-_-AB680722--_NBRC_14958_T	6.71745687286619	0.08557
Flavobacterium_hydrocarbonoxydans-_-MK135802--_GA093T	6.71745687286619	0.082
Flavobacterium_hydrophilum-_-MG456810--_IMCC34758_T	6.71745687286619	0.0923
Flavobacterium_ichthyis-_-MH729075--_NST-5_T	6.71745687286619	0.07306
Flavobacterium_indicum-_-HE774682--_GPTSA100-9_T	6.71745687286619	0.10231
Flavobacterium_inkyongense-_-KX025140--_IMCC27201_T	6.71745687286619	0.02698
Flavobacterium_jejuense-_-KJ957195--_EC11_T	6.71745687286619	0.10033
Flavobacterium_johnsoniae_subsp._aurantiacum-_-M62792--_ATCC_23107_T	6.71745687286619	0.0949
Flavobacterium_johnsoniae_subsp._johnsoniae-_-AM230489--_DSM_2064_T	6.71745687286619	0.09985
Flavobacterium_jumunjinense-_-JF317279--_HME7102_T	6.71745687286619	0.10254
Flavobacterium_kayseriense-_-MW318988--_F-47_T	6.71745687286619	0.10141
Flavobacterium_keumense-_-KC355348--_K3R-10_T	6.71745687286619	0.11215
Flavobacterium_kingsejongi-_-KT239020--_WV39_T	6.71745687286619	0.11436
Flavobacterium_knui-_-LC315200--_2-56_T	6.71745687286619	0.1754
Flavobacterium_koreense-_-GU295967--_ARSA-42_T	6.71745687286619	0.14341
Flavobacterium_kyungheense-_-JN196130--_THG_107_T	6.71745687286619	0.15135
Flavobacterium_lacicola-_-KX505863--_IMCC25901_T	6.71745687286619	0.08316
Flavobacterium_lacisediminis-_-OP422636--_TH16-21T	6.71745687286619	0.11645
Flavobacterium_lacunae-_-LN717318--_AHQ-46_T	6.71745687286619	0.09005
Flavobacterium_lacus-_-KC969641--_NP180_T	6.71745687286619	0.08764
Flavobacterium_laiguense-_-MF156857--_LB2P30_T	6.71745687286619	0.07494
Flavobacterium_limi-_-KX263321--_THG-AG6.4_T	6.71745687286619	0.09206
Flavobacterium_limicola-_-AB075230--_ST-82_T	6.71745687286619	0.08914
Flavobacterium_limnosediminis-_-JQ928688--_JC2902_T	6.71745687286619	0.07634
Flavobacterium_lindanitolerans-_-EF424395--_IP10_T	6.71745687286619	0.19
Flavobacterium_litorale-_-MZ520984--_WSW3-B6T	6.77129801881952	0.13931
Flavobacterium_longum-_-AB795014--_YIT_12745_T	6.71745687286619	0.19363
Flavobacterium_lotistagni-_-MG839488--_CYK-4_T	6.71745687286619	0.15301
Flavobacterium_luteum-_-KX505860--_IMCC26026_T	6.71745687286619	0.07941
Flavobacterium_luticocti-_-KU746271--_xz20_T	6.71745687286619	0.09903
Flavobacterium_lutivivi-_-KT215492--_HQQ_T	6.71745687286619	0.10088
Flavobacterium_macacae-_-MK245972--_YIM_102600_T	6.71745687286619	0.12874
Flavobacterium_macrobrachii-_-FJ593904--_an-8_T	6.71745687286619	0.16464
Flavobacterium_magnum-_-KY077154--_HYN0048_T	6.71745687286619	0.15603
Flavobacterium_maotaiense-_-KF857166--_T9_T	6.71745687286619	0.09493
Flavobacterium_maris-_-AB973429--_KMM_9535_T	6.71745687286619	0.08689
Flavobacterium_microcysteis-_-MN061042--_MaA-Y11_T	6.71745687286619	0.12415
Flavobacterium_micromati-_-AJ557888--_LMG_21919_T	6.71745687286619	0.11054
Flavobacterium_muglaense-_-MW555593--_F-60_T	6.71745687286619	0.15236
Flavobacterium_myungsuense-_-GQ148878--_HMD1033_T	6.71745687286619	0.08758
Flavobacterium_nackdongense-_-MH168565--_GS13_T	6.71745687286619	0.07289
Flavobacterium_naphthae-_-MF405102--_Brt-M_T	6.85179417493673	0.15676
Flavobacterium_nitratireducens-_-FR827898--_N1_T	6.71745687286619	0.13008
Flavobacterium_nitrogenifigens-_-KP711654--_NXU-44_T	6.71745687286619	0.14723
Flavobacterium_niveum-_-LT703450--_TAPW14_T	6.77129801881952	0.15199
Flavobacterium_noncentrifugens-_-JQ002654--_R-HLS-17_T	6.71745687286619	0.1376
Flavobacterium_notoginsengisoli-_-KJ130052--_SYP-B540_T	6.71745687286619	0.10057
Flavobacterium_oceanosedimentum-_-GU269547--_ATCC_31317_T	7.59557756446573	0.1493
Flavobacterium_olei-_-KX672808--_R-10-9_T	6.71745687286619	0.06925
Flavobacterium_omnivorum-_-AF433174--_AS_1.2747-_JCM_11313_T	6.71745687286619	0.10482
Flavobacterium_oncorhynchi-_-FN669776--_631-08_T	6.71745687286619	0.09694
Flavobacterium_oreochromis-_-KX711894--_Costa_Rica_04-02-TN_T	6.71745687286619	0.02621
Flavobacterium_orientale-_-KT985058--_SP3_T	6.71745687286619	0.08182
Flavobacterium_oryzae-_-HE997061--_Jyi-05_T	6.71745687286619	0.11007
Flavobacterium_ovatum-_-KY352658--_W201E_T	6.71745687286619	0.19763
Flavobacterium_pallidum-_-KY077155--_HYN0049_T	6.71745687286619	0.15251
Flavobacterium_palustre-_-KJ150599--_S44_T	6.71745687286619	0.09698
Flavobacterium_panici-_-MN594467--_PXU-55_T	6.71745687286619	0.10154
Flavobacterium_paronense-_-KF499995--_KNUS1_T	6.71745687286619	0.16924
Flavobacterium_pectinovorum-_-AM230490--_DSM_6368_T	6.71745687286619	0.08342
Flavobacterium_pedocola-_-KU052688--_UCM-R36_T	6.71745687286619	0.07688
Flavobacterium_phocarum-_-KX911210--_SE14_T	6.71745687286619	0.11621
Flavobacterium_phragmitis-_-GU564236--_BLN2_T	6.71745687286619	0.15407
Flavobacterium_phycosphaerae-_-MN559947--_MK012_T	6.71745687286619	0.14751
Flavobacterium_piscinae-_-MF801369--_ICH-30_T	6.71745687286619	0.08541
Flavobacterium_piscis-_-HE612101--_412R-09_T	6.71745687286619	0.0756
Flavobacterium_plurextorum-_-HE612094--_1126-1H-08_T	6.71745687286619	0.09409
Flavobacterium_ponti-_-GQ370387--_GSW-R14_T	6.71745687286619	0.11862
Flavobacterium_procerum-_-KF857168--_T3_T	6.71745687286619	0.14453
Flavobacterium_profundi-_-KT900246--_TP390_T	6.71745687286619	0.11134
Flavobacterium_proteolyticum-_-MW130896--_1Y8A_T	6.71745687286619	0.12996
Flavobacterium_psychrolimnae-_-AJ585428--_LMG_22018_T	6.71745687286619	0.09483
Flavobacterium_psychroterrae-_-MH100901--_P3922_T	6.71745687286619	0.08492
Flavobacterium_psychrotolerans-_-MF156858--_RB1R5_T	6.71745687286619	0.07498
Flavobacterium_pygoscelis-_-OL415579--_I-SCBP12nT	6.71745687286619	0.08232
Flavobacterium_qiangtangense-_-KF726983--_F3_T	6.71745687286619	0.12631
Flavobacterium_quisquiliarum-_-KU973600--_EA-12_T	6.71745687286619	0.09185
Flavobacterium_rakeshii-_-JF830803--_FCS-5_T	6.77129801881952	0.12779
Flavobacterium_ranwuense-_-MK346178--_LB2P22_T	6.71745687286619	0.06994
Flavobacterium_reichenbachii-_-AM177616--_WB_3.2-61_T	6.71745687286619	0.07421
Flavobacterium_resistens-_-EF575563--_BD-b365_T	6.71745687286619	0.11834
Flavobacterium_restrictum-_-MK346170--_LB1R34_T	6.71745687286619	0.04991
Flavobacterium_rhamnosiphilum-_-MK346179--_LB3P52_T	6.71745687286619	0.06782
Flavobacterium_riviphilum-_-LT555404--_TAPY6_T	6.71745687286619	0.08772
Flavobacterium_saccharophilum-_-AM230491--_DSM_1811_T	6.71745687286619	0.0863
Flavobacterium_salilacus_subsp._altitudinum-_-MN864568--_LaA7.5_T	6.77129801881952	0.11995
Flavobacterium_salilacus_subsp._salilacus-_-MN864570--_SaA2.12_T	6.77129801881952	0.12066
Flavobacterium_saliperosum-_-DQ021903--_AS_1.3801_T	6.71745687286619	0.08899
Flavobacterium_salmonis-_-MN594468--_T13_T	6.71745687286619	0.10125
Flavobacterium_sandaracinum-_-MK272780--_LB-D12_T	6.71745687286619	0.10621
Flavobacterium_sangjuense-_-MH168564--_GS03_T	6.71745687286619	0.1638
Flavobacterium_sasangense-_-EU423319--_YC6274_T	6.71745687286619	0.13434
Flavobacterium_sediminilitoris-_-MF595513--_YSM-43_T	6.71745687286619	0.09256
Flavobacterium_sediminis-_-KY885161--_MEBiC07310_T	6.71745687286619	0.11478
